label,BRCA1,BRCA2,TP53,PIK3CA,CDH1,PTEN,AKT1,MYC,CCND1,ERBB2,ESR1,PGR,MKI67,KRAS,EGFR,VEGFA,MMP9,CDKN2A,STAT3,JAK2
Cancer,-1.0816,-0.6712,-1.341,-0.0248,1.9334,0.3556,-0.033,-1.1743,2.2302,2.3036,5.1372,0.4237,-1.8928,-0.2493,-3.419,-0.8287,-6.1005,0.5417,0.4514,-0.1213
Cancer,-1.0717,0.1632,-0.535,0.0795,3.6152,-0.004,0.3149,-1.1922,1.7597,2.188,4.0137,-2.179,-1.1932,0.145,-2.5732,-1.4457,-4.457,0.4345,0.8289,0.716
Cancer,-0.9048,-0.4322,0.1037,0.0608,3.0165,1.1109,-0.5696,-0.6478,1.0883,4.6951,1.7598,1.2623,-0.8462,0.5758,-2.0579,-0.6387,-2.787,-0.1238,0.6339,-0.7825
Cancer,-0.6777,-3.3108,-0.8067,0.154,2.3499,0.8881,-0.9081,-1.0133,1.2786,2.8841,3.7035,2.2288,-2.4455,-0.3299,-3.6162,0.0031,-4.2495,-0.6492,0.9844,-0.8962
Cancer,-1.6854,-0.577,-1.2898,0.0882,2.1608,0.0467,0.1959,0.0107,-2.991,1.2699,-0.9334,-2.7592,-1.1902,-0.5635,-0.1714,-0.7344,-3.2305,0.9889,0.4951,0.3013
Cancer,-1.1989,-1.1665,-0.514,-0.1322,1.3438,1.0821,-0.349,-0.3038,-0.1288,5.1537,-1.3056,-3.0112,-0.5382,0.115,1.3957,1.0021,-0.5,3.6021,0.1508,-0.9332
Cancer,-2.1996,0.4915,0.2638,0.845,1.5416,-0.0821,-1.1675,-1.3797,-1.2262,1.2469,3.5032,3.6288,-1.1085,-0.0577,-1.61,-1.0251,-1.3712,-0.0524,0.7817,0.6333
Cancer,-1.4497,-1.1612,-1.6245,1.5315,2.4767,1.2813,-0.3848,-0.5947,0.961,0.9776,-2.5314,-2.6128,-1.5952,0.1005,5.2056,2.0008,-3.766,0.0018,1.0809,1.7522
Cancer,-1.8646,-2.4492,-0.9187,-0.3713,3.7412,0.9279,1.0241,-2.8381,-0.3197,5.562,-0.3725,-2.132,-0.8725,0.85,-1.723,0.9428,3.1675,0.8223,0.5736,-0.8002
Cancer,-1.6908,-3.9015,-0.7778,-0.1475,1.7992,0.6811,0.2201,-1.1163,0.4068,2.7021,2.6413,2.8443,-2.3955,-0.1898,-1.9894,0.3207,-1.5358,0.9458,1.3499,-0.3552
Cancer,-0.7824,0.0748,1.2015,0.2055,1.5042,0.4744,0.4546,-0.2298,1.1325,2.0556,4.5452,4.0987,-1.7972,-0.1737,-2.931,-1.3373,-4.36,0.203,1.3064,0.1657
Cancer,-1.5777,-0.7495,-0.7162,0.6895,2.1161,0.8962,0.0295,-0.5759,1.9942,2.8669,4.5812,-2.416,-1.1435,0.0983,-3.3757,-1.9438,-6.4058,1.3893,0.1494,-0.3205
Cancer,-1.3832,-1.2452,0.0625,-0.2488,2.0492,0.9039,-0.5098,-1.5623,0.5874,2.2788,5.6077,4.3828,-2.5895,0.1603,-2.8439,-0.1133,-3.651,0.2441,1.1628,1.1435
Cancer,-2.2902,-1.1078,-0.4993,0.6542,1.7674,0.2709,-0.5411,0.6556,-3.3845,1.8722,-4.1918,-3.449,-2.8945,-0.7919,0.201,-0.9625,-3.0815,1.5537,0.1612,-0.6758
Cancer,-1.3869,-0.545,0.652,0.794,1.2308,-0.4567,0.5528,-2.3394,-2.2339,0.7541,-1.3908,-2.3235,-0.916,-0.154,1.1128,-0.146,1.422,0.9742,0.7531,1.173
Cancer,-0.7634,-0.856,-0.4703,0.6378,3.6807,1.2556,-0.4271,-1.5638,0.8771,2.1461,2.748,1.128,-1.6488,-0.132,-2.7584,-1.4415,0.6882,0.8662,0.4017,0.1045
Cancer,-0.7659,-1.1718,-0.3147,0.3157,2.9649,-0.114,-0.0452,-1.5146,1.2222,1.9478,2.4048,1.2613,-1.4532,-0.3506,-2.3421,-1.439,-4.4117,0.8602,0.4403,0.4658
Cancer,-1.8834,-1.5992,-0.6828,0.2058,2.2685,0.9161,-0.7191,-2.0954,-0.5314,2.6662,4.642,3.1322,-3.5762,-0.1451,-1.7676,-1.243,-1.002,1.3498,0.4188,0.6835
Cancer,-2.1016,-1.4888,0.1458,0.0238,0.7779,0.783,0.3114,-1.7102,-0.0858,2.6396,2.6641,3.0858,-4.102,-0.1482,-2.0681,-1.1199,-2.2165,0.9503,1.4679,-0.349
Cancer,-2.1178,-1.1442,-0.1872,0.6382,1.5689,1.8512,0.469,-1.0924,-0.2704,2.7239,1.9783,2.953,-2.6912,-1.3728,-0.3153,-1.9392,-4.49,-0.2908,1.3158,-0.3578
Cancer,-1.8984,-2.228,0.1473,0.408,1.9881,1.9711,0.9845,-1.4091,1.0158,3.4069,3.7404,4.3257,-3.6288,-0.7678,-3.366,-2.0802,-5.1148,-0.7975,1.3939,-0.2302
Cancer,-1.4783,-1.251,-0.1542,-0.1535,2.6939,1.4801,-1.6231,-1.344,1.1038,2.0498,5.0014,3.184,-2.734,-0.4902,-1.5787,-2.5368,-3.7765,-0.1688,0.3053,-0.1865
Cancer,-1.7752,-1.7775,-0.439,0.0068,2.7083,0.5328,1.1481,-2.0931,1.2422,1.9438,4.9263,3.9047,-2.278,0.1402,-3.9071,-0.0934,-5.8482,0.0098,1.2569,-0.0515
Cancer,-1.7637,-0.9478,0.5558,0.2228,2.3065,0.4641,1.8384,-1.2081,0.9665,4.6971,2.4762,1.0613,-0.892,0.4784,-2.6361,-1.5317,-1.8042,0.6244,0.3296,-0.2157
Cancer,-2.2106,-1.9422,-0.2707,-0.5845,1.7476,1.6433,0.8622,-2.4069,-0.4307,2.3481,3.8726,2.2085,-4.57,-0.3139,-2.1226,-2.1493,-4.4188,-0.0293,0.5867,0.6005
Cancer,-1.8993,-2.0382,1.087,-0.4108,0.8265,1.276,0.4658,-0.3903,0.222,2.4971,2.2894,1.5093,-2.8482,0.3008,-3.9003,-0.2096,-3.6642,-0.9924,1.4736,-0.5687
Cancer,-0.7509,0.3235,-0.1055,-0.363,2.3128,0.933,0.211,-2.9774,0.7931,2.283,4.4164,-0.8862,-1.7028,-0.2512,-2.6658,-2.2193,-0.5878,-0.3498,0.7203,0.0088
Cancer,-0.9182,-0.193,0.1033,-0.5452,2.3799,1.2019,0.7559,-2.8014,2.1251,2.5024,4.8791,1.27,-2.3465,0.3325,-4.4687,-0.9067,-4.2822,-1.0363,1.0318,-0.7665
Cancer,-0.8389,-0.591,0.0005,-0.165,-2.959,0.9931,0.1081,-1.1176,0.1378,2.412,4.0111,2.6322,-1.2228,0.5078,-2.1699,-0.8377,-2.6408,0.7018,1.4888,-0.1887
Cancer,-1.6115,-0.8998,0.154,0.5628,-2.1991,0.7209,-0.5521,-1.1543,-0.2429,0.8466,3.5374,1.5463,-1.1675,0.4233,-1.2465,-1.2686,-3.1472,1.1045,0.6691,0.7503
Cancer,-0.5192,-0.4815,0.9302,-0.2455,1.7864,0.2152,0.2054,-1.1991,2.9558,1.7314,4.4195,2.0567,-0.7075,0.6235,-2.6401,-1.6757,-2.7902,-0.7752,0.8716,1.2038
Cancer,-1.6602,-1.5365,-0.7238,0.5715,2.1469,0.3478,0.1502,-1.5947,-0.0336,2.7124,4.428,-1.2573,-2.9192,0.1121,-1.0227,-1.8516,-4.2368,0.6322,1.0106,0.571
Cancer,-0.7145,-0.2648,-0.3495,-0.5092,1.9798,0.3556,0.1606,-0.5222,2.1619,1.9852,5.2343,-0.971,-2.1338,-0.1478,-2.7481,-1.7973,-5.371,0.7192,0.2614,-0.2935
Cancer,-0.8308,-1.1778,-0.463,0.6342,3.7338,0.6915,-0.9406,-0.6562,1.6192,1.67,3.9182,-2.1483,-1.1415,0.7432,-2.3502,-0.8067,-3.7092,-0.7878,-0.1943,-0.9158
Cancer,-0.88,-0.6282,0.1165,0.2228,1.5228,0.1529,0.6792,-0.3476,2.9542,2.3638,5.097,-1.8295,-1.429,-1.09,-3.512,-0.3381,-1.9618,0.0526,1.6099,1.253
Cancer,-0.9781,-0.0648,1.5378,0.077,1.0841,1.6531,-0.5588,0.0521,-2.3802,1.8588,-2.1042,-1.9783,0.0765,1.152,-0.4936,-0.5286,-2.8052,2.2053,0.7071,0.7403
Cancer,-1.5055,-0.817,0.8658,-0.2678,2.6508,0.8784,0.0099,-0.6704,-1.2005,4.944,-3.423,-2.1403,-1.3552,-0.3142,0.7584,0.8081,0.5542,0.6373,0.4537,0.3492
Cancer,-2.4166,-1.4638,0.1113,-0.2352,2.8351,0.7438,1.8132,-1.2334,1.0406,4.0526,0.706,-1.3652,-2.3265,-0.4986,-0.8258,-1.8516,-3.559,1.1339,1.8914,0.5543
Cancer,-2.4502,-1.2712,-0.2165,0.1972,2.1609,0.7646,-0.3909,-2.3394,-0.0057,2.6581,4.7453,3.6765,-4.551,-0.8394,-2.4897,-1.0616,-4.3682,0.5532,0.8288,-0.1767
Cancer,-1.3258,0.8405,-0.5182,0.2852,-0.1017,-0.5115,-0.8756,-1.5335,0.853,1.3661,-2.4102,-1.702,-1.517,-0.866,-0.8582,-0.5771,-2.5225,-0.906,0.4695,0.53
Cancer,-2.4122,-1.0867,-0.1157,0.1635,-1.0712,0.6401,-0.2246,-1.835,-0.3273,0.6206,0.792,-2.2758,-2.334,-0.3411,-1.6678,-1.6916,-5.1148,-0.0214,0.3965,0.51
Cancer,-2.8855,-2.0688,-0.2183,0.1042,2.0462,1.4449,0.9922,-2.153,0.4647,2.7562,3.1138,2.087,-4.3375,0.8144,-0.8015,-0.6371,-4.6358,1.4074,1.2749,0.1887
Cancer,-1.1728,-0.812,0.289,-0.2802,2.7721,0.2411,0.3899,-2.1128,-0.6783,1.7432,3.7947,2.7302,-2.0695,-0.7112,-2.6282,-1.279,-4.7532,0.2975,1.2531,0.4017
